CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID
MDA-MB-157,SLC16A4,PIK3CB_PIK3CD,1,1,1,0,100,1,0.4954002,14.3969025,5.939979,1,PIK3CB_PIK3CD.SLC16A4
MDA-MB-231,SLC16A4,PIK3CB_PIK3CD,1,1,0.211684988,1.867315,40.53618462,1,0.2342047,75.13175397,11.0213,1,PIK3CB_PIK3CD.SLC16A4
MDA-MB-468,SLC16A4,PIK3CB_PIK3CD,1,1,1,0.2704615,85.98570285,1.00E-04,0.1,92.86009121,11.25299,1,PIK3CB_PIK3CD.SLC16A4
NCI-H747,TKI,IGFR_3,3,10,0.267087091,10,74.39992386,0.001,0.1,86.38897699,18.25395,1,IGFR_3.TKI
SW948,TKI,IGFR_3,3,10,3,10,55.60062976,0.898184563,10,75.84979431,25.13316,1,IGFR_3.TKI
Calu-6,TNFSF10,CSNK2A1_2,0.03,0.03,1,0,100,0.008674034,2.0363268,8.71457089,-0.4143564,1,CSNK2A1_2.TNFSF10
DMS-114,TNFSF10,CSNK2A1_2,0.03,0.03,0.03,10,86.60033184,0.009147428,10,16.799187,-34.81202,1,CSNK2A1_2.TNFSF10
NCI-H1703,TNFSF10,CSNK2A1_2,0.03,0.1,0.03,1.5606355,40.2394294,0.010824933,3.520778,12.57884644,8.080934,1,CSNK2A1_2.TNFSF10
CAL-120,TNKS_PARP6,AKT,1,1,0.012552844,0.7382486,46.61465912,0.071099612,0.8476737,59.56681862,27.21609,1,AKT.TNKS_PARP6
HCC1143,TNKS_PARP6,AKT,1,1,0.02754324,1.7769189,24.93406231,0.681899924,0.8244991,57.54800351,11.85188,1,AKT.TNKS_PARP6
HCC70,TNKS_PARP6,AKT,1,1,0.061508424,1.5572685,30.95490147,0.292940513,10,13.0994021,20.43694,1,AKT.TNKS_PARP6
BT-549,TNKS_PARP6,FGFR,1,1,0.226771653,10,14.39301718,0.102682681,10,69.59963574,-13.53461,1,FGFR.TNKS_PARP6
CAL-120,TNKS_PARP6,FGFR,1,1,0.009238748,0.9137193,47.18431385,0.053412719,10,83.82638079,1.033681,1,FGFR.TNKS_PARP6
Hs-578-T,TNKS_PARP6,FGFR,1,1,0.023093619,2.4998935,19.6157727,0.015526081,10,81.62424668,5.233097,1,FGFR.TNKS_PARP6
CAL-148,TNKS_PARP6,MTOR_1,1,1,0.037480634,1.6676282,1.94887133,0.299793208,2.5947739,66.29885508,26.63481,1,MTOR_1.TNKS_PARP6
CAL-51,TNKS_PARP6,MTOR_1,1,1,0.144848559,8.5205376,2.00112531,0.366335209,1.3303176,7.51948275,-22.45175,1,MTOR_1.TNKS_PARP6
MDA-MB-231,TNKS_PARP6,MTOR_1,1,1,0.04789947,1.5342719,19.36707157,0.360435849,1.135491,25.9025588,9.893072,1,MTOR_1.TNKS_PARP6
MDA-MB-453,TNKS_PARP6,MTOR_1,1,1,0.014408564,1.6350533,12.60914973,0.22083281,4.6827145,11.22367278,-6.941396,1,MTOR_1.TNKS_PARP6
CAL-51,TNKS_PARP6,PIK3CB_PIK3CD,1,1,0.133703819,10,1.78482571,1,0.2550211,72.10198193,0.2724118,1,PIK3CB_PIK3CD.TNKS_PARP6
HCC38,TNKS_PARP6,PIK3CB_PIK3CD,1,1,0.027308054,1.9957107,10.81482968,1,10,77.600366,15.89791,1,PIK3CB_PIK3CD.TNKS_PARP6
M14,TNKS_PARP6,PIK3CB_PIK3CD,1,1,0.00812138,1.7263481,18.79569514,0.323277101,10,38.39917698,40.185,1,PIK3CB_PIK3CD.TNKS_PARP6
NCI-H1437,TOP2,ALK_2,3,3,1.883506326,1.1113771,0,0.58685905,0.5025745,0,17.20011,1,ALK_2.TOP2
NCI-H358,TOP2,ALK_2,3,3,3,10,81.800569,0.177915126,1.1544724,50.29873321,8.172649,1,ALK_2.TOP2
NCI-H522,TOP2,ALK_2,3,3,2.044991736,1.0731583,24.38190785,2.426437178,3.0102628,0,20.47359,1,ALK_2.TOP2
NCI-H1975,TOP2,Doxorubicin,3,0.1,0.000531764,9.5780866,18.98,0.025936407,3.0364393,36.17562316,-17.92986,1,Doxorubicin.TOP2
NCI-H3122,TOP2,Doxorubicin,3,0.1,0.036868776,10,26.44926649,0.019693583,1.3604976,0,9.173636,1,Doxorubicin.TOP2
NCI-H522,TOP2,Doxorubicin,3,0.1,2.810921214,0.6994024,0,0.018043201,0.964212,0,3.278132,1,Doxorubicin.TOP2
Calu-6,Vinorelbine,BCL2L1,0.03,3,0.010585652,10,50.19850552,3.00E-04,0.1,50.92679878,16.72941,1,BCL2L1.Vinorelbine
NCI-H226,Vinorelbine,BCL2L1,0.03,3,0.007981446,1.0958958,0,3,0.3054946,24.18770257,50.31422,1,BCL2L1.Vinorelbine
NCI-H2291,Vinorelbine,BCL2L1,1,3,0.045000183,4.1203798,55.99313949,0.092044386,10,29.89976771,98.53807,1,BCL2L1.Vinorelbine
NCI-H1437,Vinorelbine,BCL2_2,0.3,3,0.027975128,2.2332966,1.87275552,0.673266249,0.5332582,82.16269914,11.2268,1,BCL2_2.Vinorelbine
NCI-H1703,Vinorelbine,BCL2_2,0.03,3,0.011412262,10,21.19499917,1.015538702,10,79.19958424,-14.04193,1,BCL2_2.Vinorelbine
NCI-H1793,Vinorelbine,BCL2_2,0.1,3,0.019326975,4.545505,15.16179042,3,10,87.60023049,18.78018,1,BCL2_2.Vinorelbine
SW900,Vinorelbine,BCL2_2,0.1,3,0.031058422,0.7869186,0,3,0.25768,58.50695535,-39.80699,1,BCL2_2.Vinorelbine
