"CELL_LINE","COMPOUND_A","COMPOUND_B","MAX_CONC_A","MAX_CONC_B","IC50_A","H_A","Einf_A","IC50_B","H_B","Einf_B","SYNERGY_SCORE","QA","COMBINATION_ID"
"SW948","IGFR_4","TKI",3,10,3,1.0264323,49.95178906,0.203837157,0.6241343,0,32.33295,1,"IGFR_4.TKI"
"BT-474","PI3KCD","TKI",1,1,1e-04,0.1,82.50716401,1,0.1,60.88408907,-5.67444,1,"PI3KCD.TKI"
"HCC1500","PI3KCD","TKI",1,1,1,0,100,1,10,68.00002235,13.56923,1,"PI3KCD.TKI"
"MDA-MB-175-VII","PI3KCD","TKI",1,1,1,0,100,1,0,100,-5.965729,1,"PI3KCD.TKI"
"MDA-MB-361","PI3KCD","TKI",1,1,0.430647185,1.8610308,59.26772024,1,0,100,-12.3772,1,"PI3KCD.TKI"
"UACC-812","PI3KCD","TKI",1,1,0.158367663,4.1301819,29.85303233,1e-04,0.1,86.22681115,-13.32727,1,"PI3KCD.TKI"
"C32","PIK3C","TKI",3,10,3,2.0854885,25.35231921,2.297479575,1.9267306,8.56993561,16.39999,1,"PIK3C.TKI"
"COLO-205","PIK3C","TKI",3,10,3,1.4677263,32.31134493,0.737126214,0.8540168,0,4.462739,1,"PIK3C.TKI"
"HT-29","PIK3C","TKI",3,10,2.999999983,0.3409169,68.33021396,0.615133233,1.3587977,6.68066559,44.68523,1,"PIK3C.TKI"
"LS-513","PIK3C","TKI",3,10,0.594734734,1.9113375,63.17270396,0.796654429,1.2258853,1.29381193,26.7293,1,"PIK3C.TKI"
"NCI-H747","PIK3C","TKI",3,10,0.095194803,10,90.3333174,0.872110871,0.7861717,31.50251196,49.74751,1,"PIK3C.TKI"
"RKO","PIK3C","TKI",3,10,1,0,100,1.441633722,2.8005456,17.88368914,-7.343354,1,"PIK3C.TKI"
"SW48","PIK3C","TKI",3,10,0.017447479,0.9594813,24.58180449,0.12356536,1.118422,11.58517942,23.99292,1,"PIK3C.TKI"
"SW620","PIK3C","TKI",3,3,1,0,100,3,1.0513937,46.32348117,4.865816,1,"PIK3C.TKI"
"SW837","PIK3C","TKI",3,10,1.718851537,1.4499255,57.32867972,1.343399767,0.5517789,28.67102978,29.17383,1,"PIK3C.TKI"
"SW948","PIK3C","TKI",3,10,1.310209343,0.7030656,61.63154684,0.337627826,1.2837942,0.07684076,22.43975,1,"PIK3C.TKI"
"BT-474","Proteasome","TKI",1,1,1,10,92.60009238,0.000430611,0.8109633,3.05231868,-0.2554001,1,"Proteasome.TKI"
"HCC1500","Proteasome","TKI",10,1,10,10,82.40012729,0.000102532,8.0962647,0,4.064083,1,"Proteasome.TKI"
"MDA-MB-361","Proteasome","TKI",1,1,0.208245987,10,86.88698067,0.024203629,0.1755778,0,11.2793,1,"Proteasome.TKI"
"UACC-812","Proteasome","TKI",1,1,0.226161038,10,32.97580891,0.008027414,10,0,4.594764,1,"Proteasome.TKI"
"BT-474","TKI","WEE1",1,1,1,1.9834124,5.8125246,1,0,100,-28.75157,1,"TKI.WEE1"
"HCC1500","TKI","WEE1",1,1,0.356734873,3.7198421,14.59320064,0.998659353,10,93.04707289,-4.112622,1,"TKI.WEE1"
"MDA-MB-361","TKI","WEE1",1,1,0.262471089,4.6089926,39.47306008,0.326470227,10,73.69961158,1.881745,1,"TKI.WEE1"
"UACC-812","TKI","WEE1",1,1,0.38749765,10,26.19436511,0.205587561,10,33.05579628,-12.11535,1,"TKI.WEE1"
"BT-20","BCL2_BCL2L1","TNKS_PARP6",1,1,0.037330269,2.0783798,0.89738117,0.854669923,1.7488646,57.77464749,12.3059,1,"BCL2_BCL2L1.TNKS_PARP6"
"CAL-120","BCL2_BCL2L1","TNKS_PARP6",1,1,0.014776983,2.2797515,56.21767864,0.871909544,0.7172571,0,41.06381,1,"BCL2_BCL2L1.TNKS_PARP6"
"CAL-148","BCL2_BCL2L1","TNKS_PARP6",1,1,0.041910009,1.5988842,0.58877011,0.31595157,10,40.79939572,60.19236,1,"BCL2_BCL2L1.TNKS_PARP6"
"CAL-51","BCL2_BCL2L1","TNKS_PARP6",1,1,0.023453533,2.4335854,1.61685555,1,0.4991275,77.27535292,5.565301,1,"BCL2_BCL2L1.TNKS_PARP6"
"CAMA-1","BCL2_BCL2L1","TNKS_PARP6",1,1,0.024738613,1.7231198,23.63885651,1,10,91.80010641,28.0891,1,"BCL2_BCL2L1.TNKS_PARP6"
"DU-4475","BCL2_BCL2L1","TNKS_PARP6",1,1,0.011705785,2.2181587,1.15741606,0.000151107,8.6017239,0,-0.9745875,1,"BCL2_BCL2L1.TNKS_PARP6"
"HCC1143","BCL2_BCL2L1","TNKS_PARP6",1,1,0.028902114,1.588247,23.87082962,1,1.172661,1.3170821,8.633446,1,"BCL2_BCL2L1.TNKS_PARP6"
"HCC1187","BCL2_BCL2L1","TNKS_PARP6",1,1,0.013400408,1.6195748,3.80085675,1,0,100,13.25007,1,"BCL2_BCL2L1.TNKS_PARP6"
"HCC1395","BCL2_BCL2L1","TNKS_PARP6",1,1,0.004281032,1.1264657,10.33177301,0.287670193,2.0074513,89.89965895,8.132466,1,"BCL2_BCL2L1.TNKS_PARP6"
"HCC1428","BCL2_BCL2L1","TNKS_PARP6",1,1,0.026473833,10,48.03283413,0.168360149,1.7471245,9.81847903,68.57252,1,"BCL2_BCL2L1.TNKS_PARP6"
"HCC1806","BCL2_BCL2L1","TNKS_PARP6",1,1,0.017211894,2.2520949,2.5411332,1,0,100,15.09554,1,"BCL2_BCL2L1.TNKS_PARP6"
"HCC1937","BCL2_BCL2L1","TNKS_PARP6",1,1,0.010804124,3.0088755,65.04392607,0.305976743,10,70.4997798,40.79575,1,"BCL2_BCL2L1.TNKS_PARP6"
"HCC38","BCL2_BCL2L1","TNKS_PARP6",1,1,0.027762712,10,17.03322104,0.17841464,3.3853245,11.77121951,16.45117,1,"BCL2_BCL2L1.TNKS_PARP6"
"HCC70","BCL2_BCL2L1","TNKS_PARP6",1,1,0.077144155,1.5423868,26.79285175,1,0,100,48.16562,1,"BCL2_BCL2L1.TNKS_PARP6"
"MDA-MB-157","BCL2_BCL2L1","TNKS_PARP6",1,1,0.015486467,3.2923351,15.39993363,1,0,100,32.28118,1,"BCL2_BCL2L1.TNKS_PARP6"
"MDA-MB-231","BCL2_BCL2L1","TNKS_PARP6",1,1,0.057430851,1.5344126,21.2086501,0.308894167,10,60.69966936,67.02466,1,"BCL2_BCL2L1.TNKS_PARP6"
"MDA-MB-436","BCL2_BCL2L1","TNKS_PARP6",1,1,0.001443629,0.9801432,13.61901745,0.31870263,10,81.59979759,10.54315,1,"BCL2_BCL2L1.TNKS_PARP6"
"MDA-MB-453","BCL2_BCL2L1","TNKS_PARP6",1,1,0.010791415,1.5258887,12.50756818,1,0.76496,44.23495735,17.75561,1,"BCL2_BCL2L1.TNKS_PARP6"
"MDA-MB-468","BCL2_BCL2L1","TNKS_PARP6",1,1,0.054620779,1.6799338,0,0.307427471,2.539678,65.04345807,41.85985,1,"BCL2_BCL2L1.TNKS_PARP6"
"MFM-223","BCL2_BCL2L1","TNKS_PARP6",1,1,0.008990629,0.9560276,20.67342244,1,0.9063971,0,-8.838838,1,"BCL2_BCL2L1.TNKS_PARP6"
"BT-20","MAP2K_1","TNKS_PARP6",1,1,0.042898031,2.2546916,2.10943915,0.38160815,0.8440269,31.16914155,9.632432,1,"MAP2K_1.TNKS_PARP6"
"BT-549","MAP2K_1","TNKS_PARP6",1,1,0.194940721,6.0378231,14.39626286,0.107606285,1.4521831,85.21718833,-8.326281,1,"MAP2K_1.TNKS_PARP6"
"CAL-120","MAP2K_1","TNKS_PARP6",1,1,0.074090277,0.1830929,13.08461222,0.012567641,10,85.7252042,15.41138,1,"MAP2K_1.TNKS_PARP6"
"CAL-148","MAP2K_1","TNKS_PARP6",1,1,0.041625911,1.58803,1.31812494,0.010356479,10,93.22499544,34.97415,1,"MAP2K_1.TNKS_PARP6"
"CAL-51","MAP2K_1","TNKS_PARP6",1,1,0.18262493,10,1.71096126,1,2.0053496,85.2010427,-2.202695,1,"MAP2K_1.TNKS_PARP6"
"CAMA-1","MAP2K_1","TNKS_PARP6",1,1,0.025032247,1.7893069,23.49861017,1,10,83.20007329,1.384454,1,"MAP2K_1.TNKS_PARP6"
"DU-4475","MAP2K_1","TNKS_PARP6",1,1,0.01571552,2.2303301,1.18802691,0.026622394,1.8971562,0,9.468994,1,"MAP2K_1.TNKS_PARP6"
"HCC1143","MAP2K_1","TNKS_PARP6",1,1,0.024710662,1.5765421,24.96669194,1,0.1262226,3.55586945,11.45631,1,"MAP2K_1.TNKS_PARP6"
"HCC1187","MAP2K_1","TNKS_PARP6",1,1,0.017416832,1.9193156,4.56904674,0.025093062,1.1739196,60.50948877,26.74899,1,"MAP2K_1.TNKS_PARP6"
"HCC1395","MAP2K_1","TNKS_PARP6",1,1,0.004584236,1.2542241,10.45395579,1,0.4485034,51.68203686,-4.638301,1,"MAP2K_1.TNKS_PARP6"
"HCC1428","MAP2K_1","TNKS_PARP6",1,1,0.022911348,2.1651402,45.0836879,1,0,100,9.205514,1,"MAP2K_1.TNKS_PARP6"
"HCC1806","MAP2K_1","TNKS_PARP6",1,1,0.019018329,2.3198269,2.63423187,0.231675383,1.7904108,33.22817299,19.84526,1,"MAP2K_1.TNKS_PARP6"
"HCC1937","MAP2K_1","TNKS_PARP6",1,1,0.06019881,1.7006981,49.68548986,0.143085829,0.7745972,77.35425727,32.86496,1,"MAP2K_1.TNKS_PARP6"
"HCC38","MAP2K_1","TNKS_PARP6",1,1,0.034621926,2.5698551,16.21392305,1,0,100,-1.644451,1,"MAP2K_1.TNKS_PARP6"
"HCC70","MAP2K_1","TNKS_PARP6",1,1,0.052244737,0.9062668,12.93182346,0.384099885,1.8897821,69.49642488,9.941856,1,"MAP2K_1.TNKS_PARP6"
"Hs-578-T","MAP2K_1","TNKS_PARP6",1,1,0.023113166,1.1458391,7.41359507,1,0.3360652,34.26598099,6.932673,1,"MAP2K_1.TNKS_PARP6"
"MDA-MB-157","MAP2K_1","TNKS_PARP6",1,1,0.015149584,2.4366926,13.81257506,0.225962527,0.3920287,54.20188406,6.154558,1,"MAP2K_1.TNKS_PARP6"
"MDA-MB-231","MAP2K_1","TNKS_PARP6",1,1,0.055546921,1.408467,20.70135478,0.432325412,1.2533645,34.73110959,16.03991,1,"MAP2K_1.TNKS_PARP6"
"MDA-MB-436","MAP2K_1","TNKS_PARP6",1,1,0.001099093,0.6616677,12.74738505,0.100934851,0.823422,52.60670363,-0.4076137,1,"MAP2K_1.TNKS_PARP6"
"MDA-MB-453","MAP2K_1","TNKS_PARP6",1,1,0.015918654,1.8993751,13.58101147,1,0,100,-1.233752,1,"MAP2K_1.TNKS_PARP6"
"MDA-MB-468","MAP2K_1","TNKS_PARP6",1,1,0.035647704,2.5411325,2.73534899,1,10,89.40002367,13.30807,1,"MAP2K_1.TNKS_PARP6"
"MFM-223","MAP2K_1","TNKS_PARP6",1,1,0.01728192,0.7713287,24.32105875,1,0.2247091,87.07821348,1.124223,1,"MAP2K_1.TNKS_PARP6"
"M14","MAP2K_1","TNKS_PARP6",1,1,0.005953211,1.6390598,16.61393206,0.164963657,2.8822076,25.84253358,12.27368,1,"MAP2K_1.TNKS_PARP6"
"A549","ALK","TOP2",3,3,3e-04,0.1,88.49632623,1.590286147,3.0483885,0,16.54839,1,"ALK.TOP2"
"Calu-6","ALK","TOP2",3,3,3,1.8989755,58.26110005,1.589868495,10,37.4909604,-10.4423,1,"ALK.TOP2"
"DMS-114","ALK","TOP2",3,3,1.028447533,10,67.6992719,0.5083054,0.9320935,0,39.5565,1,"ALK.TOP2"
"NCI-H1299","ALK","TOP2",3,3,3,0.849912,13.66297772,3,0.3663839,34.70119249,47.25455,1,"ALK.TOP2"
"NCI-H1437","ALK","TOP2",3,3,2.237827625,2.3128273,0,0.842285808,0.8209195,0,4.168034,1,"ALK.TOP2"
"NCI-H1563","ALK","TOP2",3,3,3e-04,0.3777798,6.12725114,0.957234868,10,7.49894712,-0.7274992,1,"ALK.TOP2"
"NCI-H1703","ALK","TOP2",3,3,2.073085045,0.7260683,34.79460354,0.526464598,2.4068813,10.46560803,8.551025,1,"ALK.TOP2"
"NCI-H1793","ALK","TOP2",3,3,2.253339955,1.3911155,0,1.406730288,1.395957,0,44.05282,1,"ALK.TOP2"
"NCI-H1975","ALK","TOP2",3,3,0.000340672,8.3402178,17.45999999,0.672514235,1.33013,0,2.063062,1,"ALK.TOP2"
"NCI-H2085","ALK","TOP2",3,3,0.242794492,4.0363748,18.93251664,1.061222987,1.6657357,0,17.00173,1,"ALK.TOP2"
"NCI-H226","ALK","TOP2",3,3,1.170114421,9.2646301,51.89217628,0.483879258,1.9485864,0,32.14208,1,"ALK.TOP2"
"NCI-H2291","ALK","TOP2",3,3,2.37187504,2.1626196,31.45364062,1.659145822,0.9354498,0,12.33606,1,"ALK.TOP2"
"NCI-H23","ALK","TOP2",3,3,2.979663166,0.8410417,6.78400046,0.325973066,0.6051403,0,-2.730522,1,"ALK.TOP2"
"NCI-H358","ALK","TOP2",3,3,1.108457067,10,86.6993682,0.387685694,0.9671593,12.63904894,-1.349031,1,"ALK.TOP2"
"NCI-H520","ALK","TOP2",3,3,3,0.6648984,21.86553446,2.234891333,2.3952687,0,4.977666,1,"ALK.TOP2"
"NCI-H522","ALK","TOP2",3,3,3,0.7815231,20.3104045,1.200963838,1.4102261,0,5.059553,1,"ALK.TOP2"
"NCI-H838","ALK","TOP2",3,3,1.052710895,10,43.09838475,0.920520278,1.8709938,0,40.96944,1,"ALK.TOP2"
"SW900","ALK","TOP2",3,3,3,10,83.40050835,1.852879172,0.9434951,0,-21.7047,1,"ALK.TOP2"
"A549","TOP2","TOP2_2",1,3,0.338394212,5.3753335,22.8727913,3,0.109024,78.20571271,57.81583,1,"TOP2.TOP2_2"
"Calu-3","TOP2","TOP2_2",0.1,3,0.026602811,1.390277,54.00575989,0.019685021,1.1121727,91.46218677,10.04754,1,"TOP2.TOP2_2"
"Calu-6","TOP2","TOP2_2",3,3,0.633392304,1.4203135,16.62884385,3,1.1194536,58.05665446,38.71746,1,"TOP2.TOP2_2"
"DMS-114","TOP2","TOP2_2",3,3,0.602586332,1.1896906,0,3,0.6526277,33.94700424,53.38352,1,"TOP2.TOP2_2"
"NCI-H1299","TOP2","TOP2_2",3,3,0.295848699,1.5045324,16.25615556,3,0.6719726,13.2233212,46.64446,1,"TOP2.TOP2_2"
"NCI-H1437","TOP2","TOP2_2",3,3,0.24552119,1.5728226,17.62102767,0.723210617,1.9554232,26.33366774,58.98489,1,"TOP2.TOP2_2"
"NCI-H1563","TOP2","TOP2_2",0.3,3,0.266602715,10,0,3e-04,0.3610641,5.63204595,0.4116809,1,"TOP2.TOP2_2"
"NCI-H1703","TOP2","TOP2_2",1,3,0.306446046,2.5881143,13.33187621,0.802180439,1.1777918,55.40876569,40.49733,1,"TOP2.TOP2_2"
"NCI-H1793","TOP2","TOP2_2",3,3,0.853183326,1.7333251,0,1.973311068,1.235001,0,52.29154,1,"TOP2.TOP2_2"
"NCI-H1975","TOP2","TOP2_2",3,3,0.45099483,2.0595946,10.24114636,0.000322003,8.280262,16.94,-9.603543,1,"TOP2.TOP2_2"
"NCI-H2085","TOP2","TOP2_2",3,3,0.922216209,0.6359169,0,0.205116426,1.3715392,10.11165779,-17.03683,1,"TOP2.TOP2_2"
"NCI-H2228","TOP2","TOP2_2",3,3,0.181411699,1.0828102,22.94109561,3e-04,0.1133785,0,22.56452,1,"TOP2.TOP2_2"
"NCI-H226","TOP2","TOP2_2",1,3,0.129764512,1.3835178,9.09218465,3,1.4405616,0,32.73587,1,"TOP2.TOP2_2"
"NCI-H2291","TOP2","TOP2_2",3,3,0.525942369,1.2434664,32.0626404,3,1.2828284,46.41725972,40.59398,1,"TOP2.TOP2_2"
"NCI-H23","TOP2","TOP2_2",1,3,0.127943628,1.8704618,15.0805824,2.957678001,1.3261022,5.66610834,55.93178,1,"TOP2.TOP2_2"
"NCI-H3122","TOP2","TOP2_2",3,3,0.225085425,1.4262236,0,0.035012202,10,26.62450797,12.75219,1,"TOP2.TOP2_2"
"NCI-H358","TOP2","TOP2_2",1,3,0.151372475,2.3648763,39.73217941,3,1.3432885,77.62819131,44.17848,1,"TOP2.TOP2_2"
"NCI-H520","TOP2","TOP2_2",3,3,2.240598892,0.9136738,0,3,0.9181463,27.11452289,38.53548,1,"TOP2.TOP2_2"
"NCI-H522","TOP2","TOP2_2",3,3,0.313191325,1.1712789,0,3,0.6204971,8.19759889,18.19531,1,"TOP2.TOP2_2"
"NCI-H838","TOP2","TOP2_2",1,3,0.330982902,3.283685,15.21339453,1.412324593,2.3055468,25.20992739,62.98282,1,"TOP2.TOP2_2"
"SW900","TOP2","TOP2_2",3,3,0.337264213,1.3019306,4.56699794,3,0.5000669,44.33770578,-0.840161,1,"TOP2.TOP2_2"
"A549","BCL2L1","Topotecan",0.3,3,0.111919328,10,11.79539319,0.030601551,0.6869679,16.19704986,46.43885,1,"BCL2L1.Topotecan"
"Calu-6","BCL2L1","Topotecan",0.1,3,0.035120139,3.5646488,38.86771958,3e-04,0.1,56.27751688,38.89752,1,"BCL2L1.Topotecan"
"DMS-114","BCL2L1","Topotecan",0.1,3,0.042442213,1.6689115,0,3e-04,0.1,88.45712282,6.27395,1,"BCL2L1.Topotecan"
"NCI-H1299","BCL2L1","Topotecan",0.1,3,0.018751212,2.525059,28.46567428,3,0.8465614,91.30243293,24.82753,1,"BCL2L1.Topotecan"
"NCI-H1437","BCL2L1","Topotecan",0.1,3,0.083885798,1.7402635,0,3,0.198093,47.51626938,12.33049,1,"BCL2L1.Topotecan"
"NCI-H1563","BCL2L1","Topotecan",0.1,3,0.024426936,1.2190422,0,3e-04,0.1,66.66328815,32.10441,1,"BCL2L1.Topotecan"
"NCI-H1703","BCL2L1","Topotecan",0.1,3,0.039514396,10,29.79348523,1,0,100,6.092988,1,"BCL2L1.Topotecan"
"NCI-H1793","BCL2L1","Topotecan",0.3,3,0.237522723,2.2693802,0,0.448101233,0.759309,43.46181625,9.122285,1,"BCL2L1.Topotecan"
"NCI-H1975","BCL2L1","Topotecan",1,3,0.177542222,4.2727036,26.44416215,0.291163386,10,79.44989853,29.26015,1,"BCL2L1.Topotecan"
"NCI-H2085","BCL2L1","Topotecan",1,3,0.078911367,0.9496857,35.3021534,0.033002239,0.3450611,63.53659142,53.69789,1,"BCL2L1.Topotecan"
"NCI-H2170","BCL2L1","Topotecan",0.1,3,0.057079193,2.2831924,0,0.727231867,0.5312092,0,-58.85489,1,"BCL2L1.Topotecan"
"NCI-H2228","BCL2L1","Topotecan",0.1,3,0.068403227,2.2454359,9.72040845,3,0.4327492,4.82707387,21.92461,1,"BCL2L1.Topotecan"
"NCI-H226","BCL2L1","Topotecan",0.3,3,0.051139846,1.0114867,0,3,0.3032932,25.80909306,60.51086,1,"BCL2L1.Topotecan"
"NCI-H2291","BCL2L1","Topotecan",0.3,3,0.083233354,1.9972723,54.52899362,0.091823827,2.7778575,33.34123137,51.56594,1,"BCL2L1.Topotecan"
"NCI-H23","BCL2L1","Topotecan",0.1,3,0.1,0.5496198,19.9451023,3e-04,0.1,84.26876939,-24.34716,1,"BCL2L1.Topotecan"
"NCI-H3122","BCL2L1","Topotecan",0.1,3,0.020367438,1.2814913,0,0.000844218,0.1,51.05765825,45.47783,1,"BCL2L1.Topotecan"
"NCI-H358","BCL2L1","Topotecan",0.1,3,0.05844618,1.3948633,0,0.065799949,3.9594991,85.33186782,29.30532,1,"BCL2L1.Topotecan"
"NCI-H522","BCL2L1","Topotecan",0.01,3,0.01,2.4161071,23.67514326,3e-04,0.1,70.20955408,-1.487599,1,"BCL2L1.Topotecan"
"SW900","BCL2L1","Topotecan",0.1,3,0.038478607,2.2818165,39.34113435,0.02310613,0.5022004,55.12885392,30.12087,1,"BCL2L1.Topotecan"
"COLO-205","CSNK2A1_2","TTK",1,0.01,0.394876177,10,15.29219237,0.003103451,10,5.29920563,-31.81885,1,"CSNK2A1_2.TTK"
"NCI-H747","CSNK2A1_2","TTK",3,0.003,0.462485639,1.8055035,28.0003317,0.002405181,1.5785259,0,-32.43266,1,"CSNK2A1_2.TTK"
"RKO","CSNK2A1_2","TTK",1,0.01,1,0,100,0.01,10,2.2000048,17.90146,1,"CSNK2A1_2.TTK"
"SW48","CSNK2A1_2","TTK",1,0.01,0.381771305,10,2.89361348,0.001381795,3.4483214,0,-14.42625,1,"CSNK2A1_2.TTK"
"SW620","CSNK2A1_2","TTK",1,0.03,1e-04,0.1,92.70640356,0.005396956,1.9987223,0,27.09536,1,"CSNK2A1_2.TTK"
"SW837","CSNK2A1_2","TTK",3,0.01,1.63693044,1.3027873,0,1e-06,0.1,91.47611872,-10.91181,1,"CSNK2A1_2.TTK"
"SW948","CSNK2A1_2","TTK",1,0.01,0.989644998,10,0,0.005042053,2.1035752,39.40824788,-5.357901,1,"CSNK2A1_2.TTK"
"COLO-205","CSNK2A1_2","WNT",3,0.01,3e-04,0.1,80.39223822,0.003703288,2.3627937,0.63638462,1.888849,1,"CSNK2A1_2.WNT"
"NCI-H747","CSNK2A1_2","WNT",3,0.003,0.525659944,0.4410197,4.77734386,0.002480683,1.619457,0,-19.09957,1,"CSNK2A1_2.WNT"
"HCT-116","CSNK2A1_2","WNT",3,0.003,3,0.7325312,51.16724495,0.002741738,10,0,7.468846,1,"CSNK2A1_2.WNT"
"LS-513","CSNK2A1_2","WNT",3,0.1,3,0.3520749,41.64274829,0.0278899,5.2804436,4.38727534,64.84098,1,"CSNK2A1_2.WNT"
"SW48","CSNK2A1_2","WNT",3,0.01,3e-04,0.1,33.91059229,0.001310073,3.7963872,0.41554816,32.47238,1,"CSNK2A1_2.WNT"
"SW620","CSNK2A1_2","WNT",3,0.03,1,0,100,0.005958132,1.7952571,0,9.218739,1,"CSNK2A1_2.WNT"
"22RV1","AKT","AR_1",10,1,2.749197601,2.7654442,63.28434817,0.351182865,1.2231526,63.51231435,8.897889,1,"AKT.AR_1"
"VCaP","AKT","AR_1",10,1,2.896860636,10,64.1997554,1,0.6781201,50.81037252,-20.20513,1,"AKT.AR_1"
"647-V","AKT","ATM",3,3,3,0.3828738,94.65242785,0.918847082,1.5115029,1.48776951,18.21451,1,"AKT.ATM"
"BFTC-905","AKT","ATM",3,3,0.963354486,10,76.69971217,0.247380671,2.5110427,59.64261243,70.72939,1,"AKT.ATM"
"HT-1197","AKT","ATM",3,1,0.660711446,10,93.85437247,0.13320148,1.874627,54.03983069,7.861261,1,"AKT.ATM"
"HT-1376","AKT","ATM",3,3,0.943675354,10,76.59967062,0.124911466,0.5192589,18.44876287,3.344934,1,"AKT.ATM"
"J82","AKT","ATM",3,3,0.612921725,1.0174866,48.72535491,1.583917136,0.5983105,0,-0.8546143,1,"AKT.ATM"
"SW780","AKT","ATM",3,3,1,0,100,0.286455929,1.4989909,24.54470333,-12.32869,1,"AKT.ATM"
"T-24","AKT","ATM",3,3,1.005449589,10,55.79920704,1,0,100,-0.8014533,1,"AKT.ATM"
"TCCSUP","AKT","ATM",3,3,3,0.402544,61.33271134,0.105477558,0.5251477,46.96192798,19.89422,1,"AKT.ATM"
"UM-UC-3","AKT","ATM",3,3,0.665791703,2.448809,72.81353306,1.303199415,10,87.89710468,4.439843,1,"AKT.ATM"
"BT-474","AKT","BCL2_3",1,1,0.224429954,3.0286043,5.632009,0.148307346,1.3941321,7.041505,8.132791,1,"AKT.BCL2_3"
"CAMA-1","AKT","BCL2_3",1,1,0.113346501,10,20.34767466,0.114956587,1.3400489,29.32485565,-8.30949,1,"AKT.BCL2_3"
"HCC1419","AKT","BCL2_3",1,1,0.119597518,2.8046941,5.11519663,0.28619293,10,51.59920886,8.843509,1,"AKT.BCL2_3"
"HCC1500","AKT","BCL2_3",1,1,0.27159758,10,0,1,1.0989543,36.02451637,-6.165501,1,"AKT.BCL2_3"
"MCF7","AKT","BCL2_3",1,1,0.090873088,3.3642012,4.21929416,0.402537196,1.9903666,71.27512249,7.652857,1,"AKT.BCL2_3"
"MDA-MB-361","AKT","BCL2_3",1,1,0.394487145,2.3366697,0,0.21631577,2.4740398,33.22362354,9.208187,1,"AKT.BCL2_3"
"T47D","AKT","BCL2_3",1,1,0.342158158,5.5482428,20.99474416,0.108393573,10,41.04910477,-14.18284,1,"AKT.BCL2_3"
"UACC-812","AKT","BCL2_3",1,1,0.116611473,10,0,1,0,100,0.1170688,1,"AKT.BCL2_3"
"BT-474","AKT","BCL2_BCL2L1_BCL2L2",1,1,1,10,62.60020533,0.162333288,2.1754543,14.48257994,-2.043181,1,"AKT.BCL2_BCL2L1_BCL2L2"
"CAMA-1","AKT","BCL2_BCL2L1_BCL2L2",1,1,1,10,88.40011817,0.10403207,10,42.84929389,-3.914783,1,"AKT.BCL2_BCL2L1_BCL2L2"
"MDA-MB-361","AKT","BCL2_BCL2L1_BCL2L2",1,1,0.315519942,10,75.29973873,0.236747551,2.7401307,32.64046534,18.7595,1,"AKT.BCL2_BCL2L1_BCL2L2"
"UACC-812","AKT","BCL2_BCL2L1_BCL2L2",1,1,1,1.3061955,42.83044523,1,0,100,24.89565,1,"AKT.BCL2_BCL2L1_BCL2L2"
"CAMA-1","AKT","BIRC5",1,1,0.006790746,1.1579868,0,0.193664384,1.5318093,34.99237722,9.64118,1,"AKT.BIRC5"
"HCC1419","AKT","BIRC5",1,1,0.097649901,1.9702237,5.78144058,0.295244922,10,51.09955311,-7.099948,1,"AKT.BIRC5"
"HCC1500","AKT","BIRC5",1,1,0.046461231,2.8505014,0,0.049867947,10,68.43849573,10.01483,1,"AKT.BIRC5"
"MDA-MB-361","AKT","BIRC5",1,1,0.241426612,1.629867,0,0.252524608,1.9509747,32.65982296,13.46355,1,"AKT.BIRC5"
"T47D","AKT","BIRC5",1,1,0.018795231,1.2927643,8.0593181,0.106348026,10,44.6991828,-6.514673,1,"AKT.BIRC5"
"UACC-812","AKT","BIRC5",1,1,0.009431862,3.7756094,0,1,0,100,14.45274,1,"AKT.BIRC5"
"BT-474","AKT","BRAF_2",1,1,1,0,100,0.134072758,1.5203998,10.06167685,-35.84164,1,"AKT.BRAF_2"
"CAMA-1","AKT","BRAF_2",1,1,1,0,100,0.144237033,2.3645538,44.47443948,-27.69327,1,"AKT.BRAF_2"
"HCC1419","AKT","BRAF_2",1,1,1,0,100,0.271025212,10,51.09962398,-7.831821,1,"AKT.BRAF_2"
"HCC1500","AKT","BRAF_2",1,1,0.040759569,3.662827,89.65110571,0.42685191,2.1395784,61.07336355,-2.777118,1,"AKT.BRAF_2"
"MCF7","AKT","BRAF_2",1,1,1,0,100,1e-04,0.1,69.8197426,-52.01923,1,"AKT.BRAF_2"
"MDA-MB-361","AKT","BRAF_2",1,1,1,0,100,0.238889864,2.9769322,33.37213547,-31.6228,1,"AKT.BRAF_2"
"T47D","AKT","BRAF_2",1,1,1,0,100,0.111784595,10,39.29853211,-14.80526,1,"AKT.BRAF_2"
"BT-474","AKT","ESR1_2",1,1,1,0.1789032,35.84370382,0.16466088,1.8690427,13.24870098,42.87129,1,"AKT.ESR1_2"
"CAMA-1","AKT","ESR1_2",1,1,1e-04,0.1,88.97055145,0.166676861,3.1405156,32.65041201,42.35946,1,"AKT.ESR1_2"
"HCC1419","AKT","ESR1_2",1,1,1e-04,0.1,34.05425841,0.048202153,0.3667674,0,1.779542,1,"AKT.ESR1_2"
"HCC1500","AKT","ESR1_2",1,1,0.007450375,1.4891205,43.48564854,1,1.3165251,50.9506774,15.62566,1,"AKT.ESR1_2"
"MCF7","AKT","ESR1_2",1,1,1e-04,0.1,47.88425387,0.323257391,10,71.6996413,24.8018,1,"AKT.ESR1_2"
